Elapsed time (s),Therm 1 Temp (C),Therm 2 Temp (C),Battery Voltage (V),Payload Current (A),Sun Angle (degrees)
3068.67,41.934,41.548,8.108,1.255,28.8
3068.78,41.934,41.548,8.297,0.379,28.8
3068.89,41.934,41.548,8.148,0.837,28.8
3068.99,41.934,41.548,9.074,1.285,28.8
3069.1,41.016,40.404,8.118,1.265,28.8
3069.19,41.934,41.548,8.427,0.468,28.8
3069.29,41.934,41.548,8.367,0.189,28.8
3069.41,42.05,41.317,8.108,1.255,28.8
3069.52,41.934,41.548,8.307,0.239,28.8
3069.61,41.934,41.548,8.317,1.016,28.8
3069.71,41.934,41.548,8.367,0.329,28.8
3069.84,41.934,41.548,8.128,0.1,28.8
3069.92,42.05,40.292,8.676,1.554,28.8
3070.01,41.934,41.548,8.287,0.388,28.8
3070.14,41.934,41.781,8.108,1.255,28.8
3070.22,41.934,40.517,8.636,1.514,28.8
3070.35,41.934,41.664,8.546,1.564,28.8
3070.43,41.934,41.548,8.108,0.528,28.8
3070.55,42.05,41.432,8.278,1.345,28.8
3070.64,41.818,42.607,8.905,1.155,28.8
3070.76,42.757,41.548,8.258,0.558,28.8
3070.85,41.934,41.548,8.417,1.444,28.8
3070.96,41.934,41.548,8.805,1.594,28.8
3071.05,41.934,41.548,8.228,1.066,28.8
3071.16,41.934,41.548,8.108,1.255,28.8
3071.26,41.934,41.548,8.347,0.359,28.8
3071.35,41.934,41.548,8.337,0.189,28.8
3071.47,42.05,41.548,8.327,0.329,28.8
3071.56,41.934,41.548,8.477,0.02,28.8
3071.68,41.934,41.548,8.168,0.179,28.8
3071.77,41.702,41.432,8.168,0.229,28.8
3071.88,41.934,42.847,8.118,1.265,28.8
3071.98,42.757,42.133,8.586,1.524,28.8
3072.09,41.934,40.517,8.586,1.424,28.8
3072.2,41.934,42.251,8.108,1.255,28.8
3072.3,41.934,41.548,8.527,1.096,28.8
3072.39,41.934,41.548,8.427,1.086,28.8
3072.49,41.934,41.432,8.407,0.239,28.8
3072.6,43.235,41.201,8.158,1.285,28.8
3072.7,41.818,41.548,8.566,1.484,28.8
3072.81,41.934,41.432,8.517,0.209,28.8
3072.9,41.934,41.548,8.108,1.255,28.8
3073.02,41.934,41.898,9.094,1.893,28.8
3073.13,41.934,41.548,8.477,1.594,28.8
3073.22,41.934,41.548,8.387,1.414,28.8
3073.34,43.115,41.432,8.387,1.414,28.8
3073.43,40.564,40.517,8.546,1.703,28.8
3073.53,43.115,41.432,8.646,1.544,28.8
3073.64,41.934,41.432,8.138,1.275,28.8
3073.74,43.356,41.432,8.517,1.494,28.8
3073.83,41.934,42.727,8.317,0.538,28.8
3073.95,40.789,41.201,8.108,1.255,28.8
3074.04,41.934,41.432,8.148,0.916,28.8
3074.16,41.934,41.432,8.128,0.817,28.8
3074.25,41.934,41.432,8.278,1.345,28.8
3074.36,41.934,41.548,8.118,1.136,28.8
3074.45,41.934,41.432,8.148,0.229,28.8
3074.59,41.934,41.432,8.347,0.339,28.8
3074.68,41.934,42.847,8.118,1.265,28.8
3074.76,41.934,41.548,8.128,0.339,28.8
3074.87,41.934,40.972,8.537,1.385,28.8
3074.97,42.402,41.432,8.108,1.106,28.8
3075.08,41.702,41.432,8.158,1.265,28.8
3075.19,41.934,41.432,8.606,1.534,28.8
3075.29,41.934,41.432,8.477,0.08,28.8
3075.38,41.934,41.432,8.417,1.454,28.8
3075.51,41.934,41.432,8.347,0.279,28.8
3075.6,41.934,41.432,9.074,1.903,28.8
3075.7,42.876,41.432,8.108,1.255,28.8
3075.8,40.902,41.432,8.228,1.146,28.8
3075.89,41.934,41.432,8.278,0.877,28.8
3076.01,41.934,41.432,8.606,1.175,28.8
3076.1,41.934,41.432,8.367,0.239,28.8
3076.21,41.934,41.781,8.995,1.763,28.8
3076.33,41.934,41.432,8.268,0.618,28.8
3076.42,41.934,41.432,8.118,1.265,28.8
3076.52,41.934,41.432,8.317,0.428,28.8
3076.64,41.934,41.432,8.367,1.096,28.8
3076.73,41.934,41.432,8.108,1.255,28.8
3076.84,41.934,41.548,8.377,0.388,28.8
3076.95,41.934,43.698,8.278,0.349,28.8
3077.04,41.934,41.432,8.218,0.717,28.8
3077.16,41.934,41.548,8.278,0.498,28.8
3077.24,41.934,41.432,9.164,1.992,28.8
3077.35,41.934,41.432,8.457,1.454,28.8
3077.46,41.934,41.432,8.108,1.255,28.8
3077.56,41.934,41.432,8.845,1.544,28.8
3077.65,41.934,41.781,8.865,1.693,28.8
3077.77,41.702,41.432,8.108,0.1,28.8
3077.86,41.357,41.432,8.158,0.269,28.8
3077.98,41.934,41.432,8.437,1.434,28.8
3078.07,42.757,41.432,8.148,1.126,28.8
3078.17,41.934,41.432,8.208,1.325,28.8
3078.28,41.357,41.432,8.447,1.534,28.8
3078.39,41.934,41.432,8.337,0.1,28.8
3078.48,43.477,41.432,8.108,1.255,28.8
3078.58,41.934,41.781,8.855,1.693,28.8
3078.69,41.934,41.548,8.208,1.195,28.8
3078.79,41.934,41.432,9.094,1.843,28.8
3078.9,42.284,41.201,8.895,1.663,28.8
3079,43.115,41.781,8.666,1.554,28.8
3079.11,42.05,41.432,8.586,1.414,28.8
3079.22,41.934,41.548,8.128,1.265,28.8
3079.32,41.934,41.548,8.377,0.239,28.8
3079.41,41.934,41.548,8.995,1.743,28.8
3079.51,41.934,41.432,8.108,0.677,28.8
3079.62,41.934,41.548,8.367,0.936,28.8
3079.72,41.934,41.548,8.397,0.279,28.8
3079.84,41.934,41.432,8.337,0.289,28.8
3079.92,42.05,41.548,8.307,1.385,28.8
3080.04,42.995,41.781,8.128,0.319,28.8
3080.13,41.934,41.432,8.268,0.498,28.8
3080.25,41.934,41.432,8.108,1.255,28.8
3080.34,41.934,41.432,8.427,0.329,28.8
3080.47,41.934,42.847,8.168,0.149,28.8
3080.55,41.934,41.781,8.895,1.733,28.8
3080.64,42.52,41.548,8.287,1.355,28.8
3080.76,41.357,41.432,8.527,0.05,28.8
3080.85,41.934,41.432,8.527,0.09,28.8
3080.98,41.934,41.432,8.128,1.275,28.8
3081.06,41.934,41.548,8.915,1.773,28.8
3081.17,41.934,42.847,8.586,1.524,28.8
3081.29,43.235,41.432,8.108,1.255,28.8
3081.38,41.129,41.548,8.297,0.488,28.8
3081.47,41.934,41.548,8.297,1.365,28.8
3081.59,41.934,41.548,8.208,1.365,28.8
3081.68,41.934,41.548,8.427,1.444,28.8
3081.8,41.934,41.548,8.168,1.285,28.8
3081.91,41.934,41.548,8.566,1.404,28.8
3081.99,41.934,41.548,8.108,1.255,28.8
3082.11,41.934,41.898,8.278,1.355,28.8
3082.2,41.934,42.847,8.287,0.418,28.8
3082.32,41.934,41.548,8.497,0.319,28.8
3082.41,41.934,41.548,9.304,2.012,28.8
3082.52,41.934,41.432,8.158,1.275,28.8
3082.61,39.788,41.548,8.228,1.265,28.8
3082.73,41.934,41.548,8.108,1.255,28.8
3082.82,41.818,41.317,8.287,0.608,28.8
3082.95,41.934,41.548,8.238,0.707,28.8
3083.03,41.934,41.548,8.108,0.488,28.8
3083.15,41.934,41.548,8.955,1.743,28.8
3083.24,41.702,41.548,8.606,1.534,28.8
3083.35,42.05,41.548,8.477,1.584,28.8
3083.44,41.934,41.548,8.118,1.265,28.8
3083.54,41.934,41.317,8.258,0.488,28.8
3083.65,41.934,41.548,8.367,1.086,28.8
3083.74,43.477,41.548,8.108,1.255,28.8
3083.86,41.934,41.548,8.487,1.614,28.8
3083.97,41.934,41.548,8.377,0.299,28.8
3084.06,43.356,41.548,8.646,1.534,28.8
3084.18,41.934,41.201,8.118,0.07,28.8
3084.27,41.934,43.331,8.128,1.245,28.8
3084.37,41.934,41.548,8.606,1.524,28.8
3084.48,42.638,41.664,8.138,1.275,28.8
3084.57,41.243,42.847,8.556,1.404,28.8
3084.67,41.934,42.488,8.586,1.524,28.8
3084.79,43.235,41.664,8.108,1.255,28.8
3084.88,42.05,41.664,8.118,0.498,28.8
3085,41.934,41.664,8.556,1.235,28.8
3085.09,41.934,41.548,8.188,1.285,28.8
3085.2,42.402,42.847,8.138,0.448,28.8
3085.31,41.934,41.664,8.357,0.369,28.8
3085.41,42.05,41.548,8.278,0.398,28.8
3085.52,42.05,41.664,8.118,1.265,28.8
3085.6,42.05,41.664,8.497,1.624,28.8
3085.73,41.934,41.664,9.015,1.703,28.8
3085.82,41.818,41.898,8.108,0.269,28.8
3085.92,41.934,41.664,8.517,0.319,28.8
3086.03,42.05,41.664,8.706,1.325,28.8
3086.13,43.115,41.664,9.094,1.843,28.8
3086.23,41.934,41.781,8.168,1.295,28.8
3086.35,41.702,41.664,8.258,0.458,28.8
3086.44,41.934,41.664,8.278,0.588,28.8
3086.56,41.934,41.664,8.108,1.255,28.8
3086.64,41.934,43.088,8.138,1.255,28.8
3086.75,41.934,41.781,8.327,0.299,28.8
3086.85,41.702,41.664,8.287,0.408,28.8
3086.94,41.934,40.972,8.576,1.733,28.8
3087.06,41.934,41.664,8.317,0.189,28.8
3087.15,41.934,41.664,8.955,1.763,28.8
3087.27,43.356,41.664,8.118,1.265,28.8
3087.36,42.05,41.664,8.875,1.096,28.8
3087.47,41.934,41.664,8.248,1.036,28.8
3087.57,41.934,41.664,8.108,0.388,28.8
3087.68,41.934,41.664,9.005,1.843,28.8
3087.77,41.934,41.664,9.045,1.305,28.8
3087.89,42.05,41.664,8.268,0.508,28.8
3088,41.934,41.781,8.168,1.295,28.8
3088.08,42.05,43.331,8.238,0.847,28.8
3088.19,41.934,41.781,8.337,0.249,28.8
3088.3,42.05,44.069,8.108,1.255,28.8
3088.4,43.115,41.781,8.337,0.209,28.8
3088.51,41.934,41.781,8.168,1.285,28.8
3088.61,42.05,41.201,9.084,1.912,28.8
3088.7,41.934,43.821,8.925,1.683,28.8
3088.82,41.818,41.664,8.586,1.504,28.8
3088.93,40.453,41.664,8.128,1.006,28.8
3089.02,42.52,42.847,8.297,1.375,28.8
3089.13,42.757,41.664,8.258,1.146,28.8
3089.23,42.05,41.664,8.268,0.657,28.8
3089.34,42.05,41.664,8.108,1.255,28.8
3089.42,41.934,41.664,8.357,1.395,28.8
3089.53,41.934,41.664,9.035,1.863,28.8
3089.63,41.934,41.664,8.317,0.369,28.8
3089.74,41.702,41.548,8.287,0.488,28.8
3089.84,41.934,40.517,8.218,1.136,28.8
3089.95,42.05,41.664,8.307,0.299,28.8
3090.04,41.934,41.664,8.128,1.265,28.8
3090.16,41.934,41.548,8.357,0.279,28.8
3090.25,41.934,41.664,8.437,1.564,28.8
3090.36,42.05,41.548,8.108,0.448,28.8
3090.46,42.05,41.548,8.377,0.249,28.8
3090.56,41.934,42.847,9.244,1.982,28.8
3090.67,42.05,41.548,8.626,1.524,28.8
3090.76,42.05,41.548,8.118,1.265,28.8
3090.87,41.129,41.432,8.198,1.255,28.8
3090.99,41.934,41.548,8.367,0.11,28.8
3091.1,41.934,40.972,8.108,1.255,28.8
3091.18,42.05,42.967,8.606,1.524,28.8
3091.31,41.934,41.548,8.138,1.265,28.8
3091.39,42.402,42.727,9.045,1.833,28.8
3091.5,41.934,40.068,8.198,0.767,28.8
3091.6,42.05,41.548,8.905,1.663,28.8
3091.69,41.243,41.548,8.626,1.016,28.8
3091.8,42.05,41.548,8.108,1.255,28.8
3091.9,41.934,41.548,8.278,0.797,28.8
3092.03,41.934,41.548,8.317,0.398,28.8
3092.11,42.52,41.548,8.108,1.255,28.8
3092.22,42.167,41.548,8.507,1.534,28.8
3092.33,41.934,41.548,8.228,1.146,28.8
3092.43,42.05,41.548,8.517,1.146,28.8
3092.52,41.472,41.548,8.407,1.076,28.8
3092.62,41.934,41.548,8.596,1.514,28.8
3092.73,41.934,41.548,8.297,0.428,28.8
3092.83,40.23,41.548,8.108,1.255,28.8
3092.94,41.934,41.548,8.128,1.255,28.8
3093.03,41.934,41.548,8.128,0.896,28.8
3093.15,41.934,41.548,9.084,1.912,28.8
3093.24,41.934,41.548,8.347,0.309,28.8
3093.36,40.453,41.548,8.556,1.474,28.8
3093.45,41.934,41.548,8.307,0.976,28.8
3093.58,41.934,41.664,8.118,1.265,28.8
3093.66,42.05,41.548,8.118,1.106,28.8
3093.77,41.934,41.548,8.158,0.448,28.8
3093.86,41.934,41.548,8.108,0.558,28.8
3093.98,41.702,41.548,8.118,0.488,28.8
3094.07,41.243,41.548,8.467,1.544,28.8
3094.18,41.934,41.548,9.064,1.823,28.8
3094.28,41.702,41.548,8.258,1.355,28.8
3094.38,43.235,41.548,8.278,0.647,28.8
3094.49,41.934,41.548,8.417,1.026,28.8
3094.6,42.995,41.781,8.108,1.255,28.8
3094.7,41.934,41.317,8.706,1.564,28.8
3094.79,41.934,41.664,8.467,0.717,28.8
3094.91,41.934,41.548,8.437,0.279,28.8
3095.02,42.402,41.664,8.178,1.285,28.8
3095.11,41.243,41.548,8.537,0.03,28.8
3095.21,41.934,41.664,8.258,1.265,28.8
3095.34,43.477,41.664,8.108,1.255,28.8
3095.42,41.818,39.956,8.477,0.249,28.8
3095.51,41.934,41.664,8.287,1.355,28.8
3095.63,41.934,41.664,8.108,1.096,28.8
3095.72,40.902,41.664,8.218,1.345,28.8
3095.84,41.934,41.664,8.188,0.667,28.8
3095.93,42.05,41.664,8.188,0.408,28.8
3096.04,42.638,41.664,8.865,1.663,28.8
3096.13,41.934,41.664,8.278,0.1,28.8
3096.25,41.934,41.664,9.184,1.873,28.8
3096.36,41.934,41.664,8.108,1.255,28.8
3096.46,42.402,41.664,8.118,0.06,28.8
3096.57,41.934,41.664,8.138,0.379,28.8
3096.65,42.05,41.781,8.596,1.524,28.8
3096.76,41.934,41.781,8.566,1.723,28.8
3096.87,41.934,41.781,8.297,0.279,28.8
3096.98,41.934,41.664,8.337,0.05,28.8
3097.07,42.05,41.664,8.148,1.285,28.8
3097.18,40.453,42.251,8.297,0.628,28.8
3097.27,41.934,42.607,8.487,1.594,28.8
3097.4,41.934,41.664,8.108,1.255,28.8
3097.48,42.05,41.664,8.397,1.414,28.8
3097.59,41.934,41.664,8.367,0.319,28.8
3097.69,43.235,41.664,9.084,1.853,28.8
3097.8,42.05,41.432,8.128,0.129,28.8
3097.9,42.05,41.664,8.128,0.06,28.8
3097.99,42.05,41.781,8.686,1.554,28.8
3098.12,41.243,41.781,8.108,1.255,28.8
3098.21,41.818,41.781,8.278,0.797,28.8
3098.31,41.934,41.781,8.307,1.365,28.8
3098.42,41.587,41.781,8.108,0.329,28.8
3098.52,42.05,41.781,8.556,1.683,28.8
3098.63,43.115,40.404,8.576,1.614,28.8
3098.73,41.934,41.781,8.517,0.04,28.8
3098.82,42.05,41.781,8.118,1.265,28.8
3098.92,41.934,41.781,8.437,1.076,28.8
3099.03,41.934,41.781,8.357,0.309,28.8
3099.14,42.05,41.781,8.108,1.255,28.8
3099.24,42.05,41.781,8.178,1.275,28.8
3099.34,41.934,41.781,9.005,1.086,28.8
3099.46,42.05,41.781,8.855,1.564,28.8
3099.54,41.934,41.781,8.835,1.544,28.8
3099.66,42.05,41.664,8.636,1.524,28.8
3099.75,41.702,41.781,8.895,1.136,28.8
3099.87,42.52,40.068,8.238,1.345,28.8
3099.97,42.05,41.781,8.576,1.116,28.8
3100.06,41.934,41.781,8.347,0.339,28.8
3100.17,41.934,41.781,8.108,1.255,28.8
3100.26,42.05,42.133,8.287,1.355,28.8
3100.38,42.05,41.201,8.268,0.628,28.8
3100.49,41.243,41.898,8.238,0.787,28.8
3100.58,42.05,41.898,8.875,1.634,28.8
3100.69,42.05,41.781,8.407,0.388,28.8
3100.79,42.05,41.781,8.776,1.584,28.8
3100.89,41.818,41.781,8.118,1.265,28.8
3101,41.129,41.201,8.248,1.036,28.8
3101.11,42.05,41.781,8.487,0.309,28.8
3101.19,42.05,41.781,8.108,0.458,28.8
3101.3,42.05,41.781,9.025,1.046,28.8
3101.41,42.05,41.781,8.327,1.066,28.8
3101.51,42.05,41.781,8.337,0.249,28.8
3101.61,42.05,42.133,8.178,1.305,28.8
3101.73,42.05,41.781,8.168,1.275,28.8
3101.82,42.05,41.781,8.566,1.504,28.8
3101.92,42.05,41.781,8.108,1.255,28.8
3102.04,41.587,41.781,8.228,0.896,28.8
3102.13,42.05,41.781,8.248,0.588,28.8
3102.23,41.702,41.781,8.556,0.867,28.8
3102.32,42.05,41.781,8.278,1.375,28.8
3102.44,42.05,41.781,9.045,1.723,28.8
3102.55,42.05,41.664,8.048,0.817,28.8
3102.64,42.05,41.781,8.178,1.305,28.8
3102.74,42.05,41.781,8.307,0.279,28.8
3102.85,42.05,44.193,9.343,2.092,28.8
3102.95,42.05,41.781,8.108,1.255,28.8
3103.06,42.05,42.967,8.268,0.448,28.8
3103.17,42.05,41.781,8.238,0.767,28.8
3103.27,42.05,41.781,8.238,0.488,28.8
3103.38,42.05,41.781,8.407,0.269,28.8
3103.47,42.05,41.781,8.965,1.663,28.8
3103.59,41.702,41.781,8.696,1.554,28.8
3103.67,42.05,41.781,8.118,1.265,28.8
3103.78,42.876,41.781,8.517,1.155,28.8
3103.89,42.05,41.781,8.347,0.996,28.8
3103.99,42.05,42.133,8.108,1.235,28.8
3104.1,42.05,41.781,8.278,1.375,28.8
3104.2,42.05,41.898,8.198,0.906,28.8
3104.29,42.05,41.898,8.377,0.478,28.8
3104.4,42.05,42.251,8.317,1.395,28.8
3104.51,42.05,41.898,8.377,0.239,28.8
3104.59,42.05,41.898,8.975,1.813,28.8
3104.71,42.05,41.898,8.108,1.255,28.8
3104.8,41.934,40.517,8.248,0.608,28.8
3104.92,41.934,41.898,8.975,1.654,28.8
3105.03,43.356,41.898,9.164,1.454,28.8
3105.12,41.934,41.898,8.128,0.249,28.8
3105.22,41.934,40.972,8.268,1.146,28.8
3105.33,41.934,41.898,9.214,1.873,28.8
3105.43,42.05,43.331,8.118,1.265,28.8
3105.54,41.934,41.898,8.367,0.189,28.8
3105.63,41.934,43.698,8.138,1.255,28.8
3105.73,42.167,41.898,8.108,1.255,28.8
3105.84,42.05,41.898,8.128,0.12,28.8
3105.95,41.934,42.967,8.248,1.175,28.8
3106.05,42.05,41.898,8.287,0.508,28.8
3106.15,41.934,41.898,8.307,0.319,28.8
3106.27,39.788,41.898,8.407,1.046,28.8
3106.36,41.934,41.898,8.367,0.279,28.8
3106.48,41.702,42.847,8.108,1.255,28.8
3106.57,42.05,41.898,8.357,0.388,28.8
3106.67,41.934,40.292,8.566,1.484,28.8
3106.79,42.05,41.898,9.333,1.225,28.8
3106.87,42.05,41.898,8.566,0.169,28.8
3106.98,42.05,42.251,8.397,0.239,28.8
3107.09,40.564,41.898,8.238,0.518,28.8
3107.18,42.05,43.209,8.168,1.295,28.8
3107.28,41.702,41.898,8.586,1.514,28.8
3107.39,42.05,41.898,8.208,0.896,28.8
3107.51,42.05,42.015,8.108,1.255,28.8
3107.6,41.243,41.898,8.357,0.398,28.8
3107.7,42.05,41.898,8.278,0.379,28.8
3107.81,41.016,41.898,8.278,0.847,28.8
3107.9,42.05,41.898,8.148,1.255,28.8
3108.02,42.05,41.898,8.796,1.624,28.8
3108.11,42.757,41.898,8.198,1.185,28.8
3108.22,42.05,41.898,8.118,1.265,28.8
3108.32,42.05,41.898,8.198,0.518,28.8
3108.42,42.05,43.331,8.317,1.026,28.8
3108.54,42.05,41.898,8.108,0.528,28.8
3108.63,42.05,43.698,8.387,0.229,28.8
3108.74,42.05,41.898,8.168,1.275,28.8
3108.83,42.05,41.898,8.636,1.544,28.8
3108.95,42.05,41.898,8.626,1.524,28.8
3109.04,42.05,41.898,8.507,1.534,28.8
3109.17,42.05,41.898,8.517,1.096,28.8
3109.25,42.05,41.898,8.108,1.255,28.8
3109.34,41.243,41.898,8.287,1.056,28.8
3109.46,42.05,41.898,8.148,0.637,28.8
3109.55,42.05,42.133,8.945,1.614,28.8
3109.66,42.05,44.318,8.188,1.285,28.8
3109.76,41.818,41.898,8.636,1.444,28.8
3109.88,41.472,41.898,8.278,0.847,28.8
3109.98,42.05,41.898,8.198,1.315,28.8
3110.08,42.05,41.898,9.064,1.703,28.8
3110.19,42.05,42.727,8.447,0.239,28.8
3110.27,42.05,43.209,8.108,1.255,28.8
3110.4,42.05,41.898,8.397,1.404,28.8
3110.48,42.05,41.898,8.258,0.388,28.8
3110.6,41.702,41.898,8.278,0.488,28.8
3110.69,42.05,41.898,8.238,0.717,28.8
3110.8,42.05,41.898,8.357,0.946,28.8
3110.89,42.05,41.898,8.367,0.279,28.8
3111.01,42.05,41.898,8.118,1.265,28.8
3111.1,42.284,42.251,8.357,0.438,28.8
3111.21,42.05,41.898,8.636,1.544,28.8
3111.31,42.05,41.898,8.108,0.677,28.8
3111.4,42.05,41.898,8.367,1.444,28.8
3111.52,42.05,41.781,8.487,0.418,28.8
3111.61,42.05,41.898,8.387,0.309,28.8
3111.74,42.05,42.015,8.168,1.285,28.8
3111.84,42.05,42.251,8.716,1.414,28.8
3111.93,42.05,41.898,8.347,1.385,28.8
3112.03,42.05,41.898,8.108,1.255,28.8
3112.14,42.05,41.898,9.015,1.404,28.8
3112.24,42.05,43.821,8.278,1.375,28.8
3112.36,42.05,41.898,8.108,0.687,28.8
3112.45,42.05,41.898,8.138,1.245,28.8
3112.54,42.05,42.015,8.467,1.484,28.8
3112.67,42.05,41.898,9.025,1.813,28.8
3112.75,42.05,42.015,8.397,1.444,28.8
3112.86,42.05,42.015,8.278,0.807,28.8
3112.96,42.05,42.015,8.527,1.554,28.8
3113.07,42.05,42.015,8.108,1.255,28.8
3113.17,41.934,41.898,8.218,0.379,28.8
3113.28,42.05,42.015,8.696,1.693,28.8
3113.39,42.05,43.331,8.108,0.578,28.8
3113.47,42.05,42.015,8.517,1.195,28.8
3113.58,42.05,42.015,8.487,1.385,28.8
3113.68,42.05,42.015,8.198,0.747,28.8
3113.79,42.05,42.015,8.537,1.504,28.8
3113.88,42.05,42.015,8.527,1.634,28.8
3114,42.05,42.015,8.616,1.016,28.8
3114.09,43.598,41.664,8.108,1.255,28.8
3114.21,40.902,40.972,8.188,1.275,28.8
3114.32,42.05,42.015,8.138,0.687,28.8
3114.4,42.05,42.015,8.108,1.096,28.8
3114.52,41.243,42.015,8.238,0.677,28.8
3114.61,42.05,42.015,8.537,1.395,28.8
3114.73,42.52,42.015,8.626,1.524,28.8
3114.82,41.934,43.453,8.317,0.259,28.8
3114.94,42.05,43.331,8.287,0.319,28.8
3115.02,42.05,42.015,8.477,0.239,28.8
3115.12,42.05,42.015,8.108,1.255,28.8
3115.23,42.05,42.015,8.228,1.245,28.8
3115.32,42.05,41.087,8.208,0.647,28.8
3115.45,42.05,42.015,8.108,1.255,28.8
3115.53,41.016,42.133,8.656,1.116,28.8
3115.64,41.934,42.015,8.626,0.986,28.8
3115.76,42.05,42.133,8.527,1.494,28.8
3115.85,41.818,42.133,8.128,1.255,28.8
3115.95,42.05,41.317,8.586,1.504,28.8
3116.04,42.05,42.133,8.706,1.076,28.8
3116.16,41.702,42.133,8.108,1.255,28.8
3116.27,43.235,41.432,8.297,0.508,28.8
3116.36,42.05,42.488,8.148,1.265,28.8
3116.47,42.995,41.548,8.108,1.255,28.8
3116.57,42.05,42.133,8.566,0.179,28.8
3116.67,42.05,42.133,8.327,1.006,28.8
3116.79,42.05,42.133,8.377,0.229,28.8
3116.88,42.52,42.133,9.124,1.913,28.8
3116.99,43.598,42.847,8.178,0.1,28.8
3117.08,42.05,42.133,8.297,0.528,28.8
3117.19,42.05,42.133,8.118,1.265,28.8
3117.29,42.05,42.133,8.487,0.279,28.8
3117.38,42.05,42.133,8.138,0.637,28.8
3117.5,42.05,42.133,8.108,1.255,28.8
3117.61,42.05,42.133,8.278,0.807,28.8
3117.7,42.05,42.133,8.287,1.365,28.8
3117.82,42.05,42.133,8.895,1.584,28.8
3117.91,41.243,42.133,9.005,1.833,28.8
3118.01,42.05,41.781,8.268,0.628,28.8
3118.1,42.05,42.133,8.238,1.076,28.8
3118.22,42.05,42.133,8.108,1.255,28.8
3118.33,42.05,42.133,8.517,1.544,28.8
3118.42,42.05,42.133,8.357,0.906,28.8
3118.52,42.05,42.133,8.108,1.255,28.8
3118.64,42.05,42.133,8.427,1.066,28.8
3118.73,42.05,42.133,8.138,0.299,28.8
3118.86,43.235,42.133,8.287,0.647,28.8
3118.94,42.05,42.133,8.148,1.275,28.8
3119.03,43.115,42.015,8.855,1.624,28.8
3119.14,42.05,42.133,8.307,0.398,28.8
3119.26,42.05,42.015,8.118,1.265,28.8
3119.37,42.05,42.967,8.955,1.793,28.8
3119.46,42.05,42.847,8.278,0.448,28.8
3119.56,42.05,42.133,8.108,1.255,28.8
3119.66,42.05,42.133,8.606,1.534,28.8
3119.77,42.05,40.744,8.287,0.528,28.8
3119.86,42.05,42.015,8.268,0.548,28.8
3119.96,42.05,42.133,8.287,0.687,28.8
3120.07,41.702,42.133,8.537,1.395,28.8
3120.17,42.05,42.015,8.248,0.548,28.8
3120.29,42.05,42.133,8.118,1.265,28.8
3120.38,41.587,42.133,8.208,1.355,28.8
3120.5,42.05,42.133,8.218,1.056,28.8
3120.59,42.05,42.133,8.108,1.255,28.8
3120.71,42.05,42.133,8.287,0.558,28.8
3120.8,42.05,41.781,8.646,0.996,28.8
3120.89,41.818,42.133,8.268,0.508,28.8
3121,42.52,42.133,8.158,1.275,28.8
3121.09,43.115,42.133,8.278,1.345,28.8
3121.2,41.818,42.133,8.586,1.514,28.8
3121.3,42.05,42.133,8.138,1.275,28.8
3121.42,42.995,42.133,8.218,1.016,28.8
3121.51,42.05,41.664,8.517,1.165,28.8
3121.62,42.05,42.133,8.108,1.255,28.8
3121.72,42.05,42.133,8.248,1.165,28.8
3121.83,42.05,42.015,8.497,1.604,28.8
3121.92,42.05,42.015,8.556,1.474,28.8
3122.02,42.638,39.956,8.228,0.807,28.8
3122.15,42.05,42.015,8.527,0.269,28.8
3122.24,42.05,42.015,8.138,0.667,28.8
3122.34,42.05,42.015,8.108,1.255,28.8
3122.45,42.05,42.369,8.138,1.255,28.8
3122.55,42.05,41.898,8.287,0.349,28.8
3122.66,42.05,42.015,8.108,1.086,28.8
3122.76,42.05,42.015,8.636,1.474,28.8
3122.87,42.05,42.727,8.367,0.259,28.8
3122.95,41.702,42.015,8.955,1.813,28.8
3123.06,41.934,42.133,8.297,0.468,28.8
3123.16,42.05,42.015,8.596,1.524,28.8
3123.28,42.638,42.015,8.616,1.534,28.8
3123.37,40.789,41.201,8.108,1.255,28.8
3123.49,42.05,42.015,8.287,0.339,28.8
3123.58,42.05,42.015,9.005,1.853,28.8
3123.7,42.05,42.967,8.108,1.255,28.8
3123.78,42.05,42.015,8.337,0.269,28.8
3123.89,42.05,42.133,8.965,1.773,28.8
3123.99,41.934,42.015,9.015,1.813,28.8
3124.08,41.702,42.015,8.297,0.319,28.8
3124.2,42.05,43.088,8.327,0.418,28.8
3124.29,42.402,42.015,8.676,0.757,28.8
3124.42,42.05,42.015,8.108,1.255,28.8
3124.5,42.05,42.015,8.118,0.379,28.8
3124.61,42.05,42.015,8.278,0.777,28.8
3124.71,42.05,42.015,8.108,1.255,28.8
3124.8,42.05,42.015,8.208,1.175,28.8
3124.92,42.05,42.015,8.586,1.414,28.8
3125.01,42.05,42.015,8.337,0.458,28.8
3125.12,42.05,42.015,8.576,1.514,28.8
3125.22,43.598,40.972,8.228,0.767,28.8
3125.33,42.05,42.015,8.327,0.259,28.8
3125.42,42.05,42.015,8.128,1.275,28.8
3125.54,42.05,42.015,8.238,1.036,28.8
3125.63,42.05,42.015,8.497,1.604,28.8
3125.73,42.05,42.015,8.108,1.255,28.8
3125.85,41.357,42.015,8.268,1.275,28.8
3125.96,42.05,42.015,8.556,1.584,28.8
3126.07,41.129,42.015,8.278,0.578,28.8
